id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
3230,"Average waiting times of 12 hours reported at Port of Xiamen Shipping sources report on July 23 that average waiting times at the Songyu Container Terminal at the Port of Xiamen, China, currently stand at 12 hours, and are likely to remain so for the next three days.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.047252, ""natural_disaster"": 0.013057, ""port_operational_disruption"": 0.951362, ""port_closure"": 0.133767, ""labor_strike_disruption"": 0.041109, ""maritime_security_navigation_disruption"": 0.030081}"
909,"UPDATE: Strong winds to disrupt port operations across South Africa until November 13 Updated shipping sources indicate on November 9 that severe weather has been impacting container terminals in South Africa since November 7, in particular in the Port of Durban. Strong winds are likely to affect port operations at other ports as well, including Port Elizabeth, Coega and Cape Town until November 13. As a result, incoming vessels may be delayed.","[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",False,"[""weather_disruption"", ""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.947887, ""natural_disaster"": 0.003966, ""port_operational_disruption"": 0.93794, ""port_closure"": 0.580978, ""labor_strike_disruption"": 0.014124, ""maritime_security_navigation_disruption"": 0.069698}"
10,"14 miles NE of Jakarta - A magnitude 4.5 earthquake was detected in the region. Incident closed. A magnitude 4.5 earthquake was detected 14 miles northeast of Jakarta, Indonesia. There were no initial reports of associated injuries or damage. This incident is closed.","[""natural_disaster""]","[""natural_disaster""]",False,"[""natural_disaster""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.15474, ""natural_disaster"": 0.970207, ""port_operational_disruption"": 0.012443, ""port_closure"": 0.0073, ""labor_strike_disruption"": 0.048976, ""maritime_security_navigation_disruption"": 0.158966}"
3896,"Philippines ports authority orders Manila operators to issue cargo truck permits amid lockdown due to COVID-19 Media sources indicated on March 15 that the Philippine Ports Authority (PPA) has ordered Manila port operators to issue cargo truck permits for the presentation at checkpoints upon entry into and exit out of Metro Manila during the community quarantine, according to a circular issued on March 15 and effective immediately.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.065296, ""natural_disaster"": 0.023249, ""port_operational_disruption"": 0.517924, ""port_closure"": 0.277251, ""labor_strike_disruption"": 0.142155, ""maritime_security_navigation_disruption"": 0.730525}"
2076,Port of Manila continues to have no congestion Industry sources report on October 30 the Port of Manila continues to be free from vessels’ congestion with 0 vessels waiting for a berth at Manila North and 0 vessels waiting for a berth at Manila South.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.092797, ""natural_disaster"": 0.014126, ""port_operational_disruption"": 0.933285, ""port_closure"": 0.11331, ""labor_strike_disruption"": 0.069161, ""maritime_security_navigation_disruption"": 0.23882}"
2126,"Power outage reported at Durban Multipurpose Terminal Industry sources indicate on January 30 that an unplanned electricity disruption at the Durban Multipurpose Terminal (MPT) has temporarily affected Waterside and Landside operations, with delays anticipated. Service is anticipated to resume for road transport once power is restored. Those shipping at the Durban MPT should anticipate delays and should plan accordingly.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.392658, ""natural_disaster"": 0.030558, ""port_operational_disruption"": 0.593547, ""port_closure"": 0.058598, ""labor_strike_disruption"": 0.302021, ""maritime_security_navigation_disruption"": 0.116027}"
99,"Belgium - Bpost workers have ended their strike; residual delivery delays continue. Incident closed. Bpost workers have ended their rolling strike at multiple locations across Belgium. Spontaneous actions occurred following the CSC union suspending the strike last week, and delays to deliveries continue. The last spontaneous action was reported in Wallonia on Monday, November 19. Bpost workers embarked on strikes in Brussels, Ghent, and Antwerp on Friday, November 9. Workers were on strike at 12 Bpost facilities in Wallonia including Plenesses and Fleurus on Thursday, November 8. Strikes were reported on Wednesday, November 7 at Bpost offices in Charleroi, Mons, Soignies, Mont-Saint-Guibert, Boussu, Dour, Tournai, Andenne, Jumet, Anderlecht, Awans, Waremme, Villers-le-Bouillet, and Vis . The workers picketed outside multiple offices. Residual delays to deliveries are continuing as workers complete the backlog that grew during the strike. This incident is closed.","[""port_operational_disruption"", ""labor_strike_disruption""]","[""labor_strike_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.028363, ""natural_disaster"": 0.010638, ""port_operational_disruption"": 0.032391, ""port_closure"": 0.024439, ""labor_strike_disruption"": 0.993935, ""maritime_security_navigation_disruption"": 0.062014}"
2747,UPDATE: Average waiting time around 0.5 to 1-day at Port of Shanghai Shipping sources on August 23 indicate that an average waiting time for vessels at the Port of Shanghai is around 0.5 to 1-day. The situation will remain the same for the next 3-days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.135518, ""natural_disaster"": 0.004716, ""port_operational_disruption"": 0.967373, ""port_closure"": 0.168303, ""labor_strike_disruption"": 0.026315, ""maritime_security_navigation_disruption"": 0.041242}"
3300,Cargo shipment delays reported in Dalian amid COVID-19 Industry sources indicated on March 16 that cargo shipment delays have been reported in Dalian and Qingdao due to the ongoing COVID-19 situation. Some progress has been made to start moving low-value shipments via Beijing (PEK) as an alternative gateway for onward connection. Some high-value shipments from Dalian and Qingdao were on-hold in transit.,[],"[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.125342, ""natural_disaster"": 0.009538, ""port_operational_disruption"": 0.795499, ""port_closure"": 0.106823, ""labor_strike_disruption"": 0.119086, ""maritime_security_navigation_disruption"": 0.194766}"
3359,"Container ship drifted from Chittagong Port due to inclement weather Media sources reported that a container ship, Maersk Sihanoukville broke off her moorings at Chittagong port, Bangladesh on the morning of May 6 due to strong winds. The ship drifted to the middle of the river and was taken under control by a port tug. The ship was taken back to berth for assessment. However, no damages were reported.","[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.709125, ""natural_disaster"": 0.029741, ""port_operational_disruption"": 0.825454, ""port_closure"": 0.540658, ""labor_strike_disruption"": 0.008029, ""maritime_security_navigation_disruption"": 0.402585}"
2737,"UPDATE: All operations at Port of Durban on standby due to high winds Updates sources indicate that since 17:30 on November 12, all waterside and landside operations of Pier 1 and 2 are on standby due to winds in excess of 100kmh. The port operator requested that dispatchers wait to dispatch further trucks until 06:00 on November 13 to avoid gridlocking surrounding areas.","[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.855763, ""natural_disaster"": 0.015764, ""port_operational_disruption"": 0.950434, ""port_closure"": 0.222993, ""labor_strike_disruption"": 0.033827, ""maritime_security_navigation_disruption"": 0.045829}"
4340,"Two South Korean ships detained by Indonesian officials in Singapore Strait Media sources reported that two South Korean ships were detained by Indonesia for violating the nation’s border and sailing into territorial waters, while sailing in Singapore Strait. LPG tanker, Dl Lily was seized on October 9 while en route from Port Klang to Singapore and bulk carrier, Ch Bella was seized on January 11.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.053739, ""natural_disaster"": 0.013769, ""port_operational_disruption"": 0.266616, ""port_closure"": 0.027583, ""labor_strike_disruption"": 0.036656, ""maritime_security_navigation_disruption"": 0.944721}"
2629,"UPDATE - Uruguay: Multiple demonstrations planned alongside national strike to mark International Women’s Day As well as a national strike called for today, 8 March, to mark International Women’s Day, various related demonstrations are also reportedly planned. In Montevideo, participants are expected to rally at City Hall at 16:00 local time. Additional known actions will take place in Maldonado: Explanada (15:00) and march to Plaza San Fernando (17:30); Salto: Plaza Artigas (19:00); and Tacuarembó: Plaza Colón (18:30). There is potential for related demonstrations to take place in urban areas throughout the country, the largest of which may be well-participated.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.012202, ""natural_disaster"": 0.03316, ""port_operational_disruption"": 0.0242, ""port_closure"": 0.013043, ""labor_strike_disruption"": 0.994683, ""maritime_security_navigation_disruption"": 0.074941}"
